Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
208.80.154.224-10.42.0.211-80-56450-6,10.42.0.211,56450,208.80.154.224,80,6,15/06/2017 02:45:05,5062092,4,4,372.0,490.0,372.0,0.0,93.0,186.0,490.0,0.0,122.5,245.00000000000003,170.28532867438997,1.580374280040742,723156.0000000001,1885024.7373440487,4997896.0,360.0,64196.0,21398.666666666668,18223.210538577812,32259.0,360.0,5033750.0,1677916.6666666667,2877671.6670611217,5000714.0,467.0,0,0,0,0,136,136,0.790187140020371,0.790187140020371,0.0,490.0,95.77777777777779,192.32900052889696,36990.444444444445,0,0,0,1,0,0,0,0,1.0,107.75,93.0,122.5,136,0,0,0,0,0,0,4,372,4,490,65535,59,1,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-42698-6,10.42.0.211,42698,139.162.2.104,80,6,15/06/2017 02:45:14,547972,3,3,660.0,476.0,660.0,0.0,220.0,381.051177665153,476.0,0.0,158.66666666666669,274.81872813426185,2073.0986254772142,10.94946457118247,109594.4,145309.42978279144,277953.0,8.0,270011.0,135005.5,188716.19329697173,268448.0,1563.0,288805.0,144402.5,204204.66023208186,288797.0,8.0,0,0,0,0,80,64,5.474732285591235,5.474732285591235,0.0,660.0,162.2857142857143,282.199524146607,79636.57142857143,0,0,0,1,0,0,0,0,1.0,189.33333333333334,220.0,158.66666666666666,80,0,0,0,0,0,0,3,660,3,476,65535,30360,1,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-42698-6,10.42.0.211,42698,139.162.2.104,80,6,15/06/2017 02:45:14,3722,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,537.345513164965,3722.0,0.0,3722.0,3722.0,3722.0,3722.0,0.0,3722.0,3722.0,0,0,0,0,0,0,0,0,0,40,0,537.345513164965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
172.217.10.138-10.42.0.211-443-52603-6,10.42.0.211,52603,172.217.10.138,443,6,15/06/2017 02:45:14,36015,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.53241704845204,36015.0,0.0,36015.0,36015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.76620852422602,27.76620852422602,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3039,362,0,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-34577-6,10.42.0.211,34577,139.162.2.104,80,6,15/06/2017 02:45:14,541001,3,3,660.0,476.0,660.0,0.0,220.0,381.051177665153,476.0,0.0,158.66666666666669,274.81872813426185,2099.81127576474,11.090552512841937,108200.2,136361.96914719295,258381.0,308.0,282312.0,141156.0,198122.83480709637,281250.0,1062.0,285046.0,142523.0,201122.38177288973,284738.0,308.0,0,0,0,0,80,64,5.545276256420968,5.545276256420968,0.0,660.0,162.2857142857143,282.199524146607,79636.57142857143,0,0,0,1,0,0,0,0,1.0,189.33333333333334,220.0,158.66666666666666,80,0,0,0,0,0,0,3,660,3,476,65535,30360,1,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-34577-6,10.42.0.211,34577,139.162.2.104,80,6,15/06/2017 02:45:15,1757,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1138.3039271485486,1757.0,0.0,1757.0,1757.0,1757.0,1757.0,0.0,1757.0,1757.0,0,0,0,0,0,0,0,0,0,40,0,1138.3039271485486,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-56243-6,10.42.0.211,56243,139.162.2.104,80,6,15/06/2017 02:45:14,524107,3,3,660.0,476.0,660.0,0.0,220.0,381.051177665153,476.0,0.0,158.66666666666669,274.81872813426185,2167.4963318559,11.44804400628116,104821.4,139244.0673091676,258567.0,317.0,265223.0,132611.5,183726.84784891945,262526.0,2697.0,268006.0,134003.0,189060.5542994096,267689.0,317.0,0,0,0,0,80,64,5.72402200314058,5.72402200314058,0.0,660.0,162.2857142857143,282.199524146607,79636.57142857143,0,0,0,1,0,0,0,0,1.0,189.33333333333334,220.0,158.66666666666666,80,0,0,0,0,0,0,3,660,3,476,65535,30360,1,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
139.162.2.104-10.42.0.211-80-56243-6,10.42.0.211,56243,139.162.2.104,80,6,15/06/2017 02:45:15,148,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13513.513513513513,148.0,0.0,148.0,148.0,148.0,148.0,0.0,148.0,148.0,0,0,0,0,0,0,0,0,0,40,0,13513.513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
10.42.0.211-52.220.249.114-40501-80-6,10.42.0.211,40501,52.220.249.114,80,6,15/06/2017 02:45:15,514189,3,3,535.0,161.0,535.0,0.0,178.33333333333334,308.8823940164498,161.0,0.0,53.66666666666667,92.95339333952974,1353.5878830546744,11.668861060816159,102837.8,137289.16614103242,253456.0,5.0,260728.0,130364.0,181111.25986531042,258429.0,2299.0,261214.0,130607.0,184699.11967305097,261209.0,5.0,0,0,0,0,80,64,5.8344305304080795,5.8344305304080795,0.0,535.0,99.42857142857143,201.22280946159918,40490.619047619046,0,0,0,1,0,0,0,0,1.0,116.0,178.33333333333334,53.666666666666664,80,0,0,0,0,0,0,3,535,3,161,65535,30016,1,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
10.42.0.211-52.220.249.114-40501-80-6,10.42.0.211,40501,52.220.249.114,80,6,15/06/2017 02:45:15,509,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3929.2730844793714,509.0,0.0,509.0,509.0,509.0,509.0,0.0,509.0,509.0,0,0,0,0,0,0,0,0,0,40,0,3929.2730844793714,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
